コード,市区町村名,人数,獲得比率,距離
27321,豊能郡豊能町,99,0.000,370.5
28212,赤穂市,99,0.000,469.2
19210,甲斐市,98,0.000,98.7
15107,新潟市西区,98,0.000,286.8
26111,京都市西京区,97,0.000,348.3
11324,入間郡三芳町,97,0.000,58.1
20209,伊那市,96,0.000,134.1
28107,神戸市須磨区,96,0.000,405.4
43103,熊本市西区,95,0.000,860.2
09205,鹿沼市,95,0.000,142.6
08207,結城市,95,0.000,111.0
04209,多賀城市,95,0.000,358.0
17212,野々市市,95,0.000,292.5
26107,京都市南区,93,0.000,344.0
25204,近江八幡市,93,0.000,310.9
23113,名古屋市守山区,93,0.000,226.2
05212,大仙市,93,0.000,478.9
01106,札幌市南区,93,0.000,862.3
24216,伊賀市,92,0.000,307.6
23112,名古屋市南区,92,0.000,234.2
44202,別府市,92,0.000,770.5
07208,喜多方市,91,0.000,269.4
27119,大阪市阿倍野区,90,0.000,370.0
26206,亀岡市,90,0.000,360.3
23236,みよし市,90,0.000,218.1
47213,うるま市,89,0.000,1488.5
11346,比企郡川島町,89,0.000,74.8
27219,和泉市,89,0.000,378.4
03215,奥州市,89,0.000,453.8
27228,泉南市,88,0.000,397.3
40210,八女市,88,0.000,842.0
20206,諏訪市,87,0.000,147.7
23105,名古屋市中村区,86,0.000,238.8
15212,村上市,86,0.000,334.5
15213,燕市,85,0.000,266.6
20219,東御市,84,0.000,155.5
20214,茅野市,84,0.000,135.8
20217,佐久市,82,0.000,136.1
23233,清須市,82,0.000,240.3
23230,日進市,81,0.000,221.9
15206,新発田市,81,0.000,290.2
19202,富士吉田市,80,0.000,65.6
08310,東茨城郡城里町,80,0.000,150.4
29206,桜井市,79,0.000,341.9
22214,藤枝市,79,0.000,121.8
33213,赤磐市,78,0.000,500.9
19425,南都留郡山中湖村,78,0.001,56.4
11207,秩父市,78,0.000,97.8
22213,掛川市,77,0.000,146.7
24210,亀山市,76,0.000,284.9
23212,安城市,76,0.000,224.1
13305,西多摩郡日の出町,76,0.000,55.3
12421,長生郡一宮町,76,0.001,80.0
12410,山武郡横芝光町,76,0.000,99.5
40136,福岡市城南区,75,0.000,858.6
22305,賀茂郡松崎町,75,0.001,86.5
22224,菊川市,75,0.000,142.2
19213,甲州市,75,0.000,79.3
25206,草津市,73,0.000,324.8
23214,蒲郡市,73,0.000,209.9
21204,多治見市,73,0.000,215.7
27141,堺市堺区,73,0.000,374.5
