コード,市区町村名,人数,獲得比率,距離
27146,堺市北区,2289,0.001,388.4
23237,あま市,2280,0.002,260.4
01109,札幌市手稲区,2278,0.002,864.2
10211,安中市,2268,0.003,126.4
26108,京都市右京区,2263,0.001,366.2
34202,呉市,2259,0.001,652.8
09214,さくら市,2243,0.005,145.8
22341,駿東郡清水町,2221,0.007,77.9
10212,みどり市,2220,0.004,121.0
19202,富士吉田市,2215,0.005,78.1
08235,つくばみらい市,2203,0.005,69.8
20205,飯田市,2196,0.002,145.1
09210,大田原市,2194,0.003,163.1
27120,大阪市住吉区,2194,0.001,388.3
33102,岡山市中区,2189,0.001,524.6
40109,北九州市八幡西区,2188,0.001,832.5
40135,福岡市西区,2185,0.001,885.7
04215,大崎市,2184,0.001,376.3
08210,下妻市,2180,0.005,88.2
23230,日進市,2177,0.003,237.7
32201,松江市,2174,0.001,596.8
21214,可児市,2161,0.002,234.0
13303,西多摩郡瑞穂町,2159,0.006,45.0
28102,神戸市灘区,2157,0.002,410.3
22221,湖西市,2138,0.003,208.6
23226,尾張旭市,2134,0.002,238.4
35201,下関市,2133,0.001,803.2
21204,多治見市,2132,0.002,230.2
29209,生駒市,2125,0.002,367.2
40106,北九州市小倉北区,2107,0.001,820.1
20215,塩尻市,2081,0.003,174.0
20206,諏訪市,2074,0.004,152.9
43105,熊本市北区,2070,0.001,871.2
34104,広島市西区,2059,0.001,669.1
03215,奥州市,2054,0.002,435.3
18209,越前市,2052,0.002,318.4
08211,常総市,2049,0.003,74.7
03206,北上市,2030,0.002,447.5
08222,鹿嶋市,2028,0.003,107.2
06204,酒田市,2028,0.002,389.1
27109,大阪市天王寺区,2026,0.003,385.5
34108,広島市佐伯区,2011,0.001,682.6
20208,小諸市,2008,0.005,148.6
22205,熱海市,2006,0.005,66.6
04207,名取市,1992,0.003,321.7
23217,江南市,1989,0.002,252.0
23231,田原市,1977,0.003,235.4
20204,岡谷市,1973,0.004,160.9
08443,稲敷郡阿見町,1948,0.004,81.7
41201,佐賀市,1946,0.001,890.7
36201,徳島市,1936,0.001,495.4
01203,小樽市,1931,0.002,865.2
20218,千曲市,1930,0.003,180.8
